rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
3,United States,"one good one bad. i got 2 airpods pro refurbished and one of them was not working well. even in 1 meter it was not connecting well. while my phone in my pocket, when i cover my phone with my hand or with subject else sound was literally stopping. its too annoying. so i did refound it. 
 when it comes to second one, it was okay at least let us say so for so good",2022-10-01,0,4,0,363,0.128,0.737,0.135,0.3905
4,United States,good product. solid refurbished product. so far works and performs well,2022-08-08,0,5,0,71,0.0,0.548,0.452,0.6808
3,United States,"never factory reset. works great, but the location is being shared with previous owner and we cannot figure out how to reset it.",2022-11-15,0,5,0,128,0.0,0.788,0.212,0.6858
5,United States,just so good in general. probablay the best thing i bought for $ 160 for renewal. noise cancellation is really great and the sound quality is good. the ear buds last pretty long and when you put the ear bud back in the case it takes about 10 mins to be fully charged. well worth the $ 160.,2022-09-18,0,5,0,289,0.028,0.671,0.301,0.9654
5,United States,"great earbuds, wish the battery life was just a little bit more, but overall great .. the sound is well rounded and consumer friendly, as well as super clean. they sound great. the noise cancelling is what really printed me, its pretty amazing for earbuds, i think. they pair so seamlessly with my iphone, and the case is small and easy to carry around in your pocket. literally my only complaint is that i wish the battery life was a little better, which i am surde is partially due to them being refurbished .... but even then, its still not terrible. this was yet another reminder that i never regret buying an apple product, even refurbished.",2022-06-29,5,5,0,646,0.03,0.597,0.373,0.9958
4,United States,great but hurt after awhile of wearing them. i can wear them for about 30 minutes to an hour before they reality,2022-06-25,0,2,0,112,0.169,0.737,0.094,-0.4678
5,United States,buy it. the airpods look brand new! the box was dirty and beat up but the airpod themselves sound and look amazing!,2022-11-05,0,5,0,115,0.07,0.721,0.209,0.7035
5,United States,better than expecto. for the price i experience sub knock offs but oh how was i wrong. i comparked to my friends airpod pros (he got his from the apple store) and the souded better. would highly recommendase!,2022-10-09,5,5,0,208,0.086,0.703,0.212,0.7263
5,United States,greatly. nice,2022-12-05,4,4,0,13,0.0,0.244,0.756,0.4754
5,United States,worth it. upgraed after awhile with my airpods and the upgrade worth it. better sound and better fit,2022-11-08,0,5,0,100,0.0,0.518,0.482,0.8779
5,United States,happy with airpods .. these work great and have’t had any problems at all with them. happy with my purchase,2022-11-06,0,5,0,107,0.089,0.53,0.381,0.8689
5,United States,if your looking for a little discount than the original price i recommend buying it. a couple of scratches but nth to complain about i recommend anyone to get them jus know they eat in good condition with just a little bit of scratches its just going to look like you them for a while but the sound noise cancellation every scared to but there amazing just try it if anything or can always refund,2022-08-26,5,5,0,396,0.076,0.72,0.204,0.8968
4,United States,"i am just glad they work! so i just got before today (september 14, 2021), and i got vry scared when they arrived because when i went to go put them on a charger, they at first weren's charging. the when i got them to turn on, they were flashing orange (which indicates that they are haing connectivity issues). but i let it sit for another 10 minute on the charger and they work amazing! now while in the halles of my school, i don's have to listen to anyone yelling (and keep in mind we are at high school). and yes we got the ""where my hug at?"" guys there too lol. but seriously though, i would recommends seller, ignore most of the 1 star comments cuz they probability just drop defective, which was not the sellers fault.",2021-09-15,0,5,5,726,0.083,0.769,0.148,0.9131
1,United States,"product arrived defeting!. i am familiar with this product, as these are my 7th pair. (my job causes me to lise/ leave my airpods all the time.) 
 however, this is the first time i have ever purchaseed to used/ refurbished/ renewed pair. but since i lases them all the time, i thought it may be a cost effective option for me. unfortunately, my device was defective out of the box! 
 ** story time ** 
 my airpods pro did not come with all of the materials that come in the original box and the charger i received [packaged separately] was not even an apple brand. this did not bother me a lot, so i have more than covech accessories for this item. 
 the device itself appeared clean and undamaged. when i opned the device to check the battery status, it was dead [apple has a policy of not sending their devices fully charged for shipping safety reasons, so i assumed the previous owner received the item new and returned them without charging it more]. 
 i connected the airpods to my office apple charger from a prior device and the battery light immedialy glowed green. confused, i the proceeded to pair it to my phone. the first attempt was successful. i checked my battery notification screen on my iphone and the airpods case displayed a full 100% charge, yet the airpods themselves were each dead at 1%. after few seconds of charge, they rear 7% [charging speed rare, but not completely unheard of], so i took the case off the charger and went to test out the sound quality. 
 as so i took an earpiece out- the entire device went off. the case and pods still read as charging on my phone even though i had removed them from charging moments before. i could not find the devise in my drop menu, so i went into settitins to manually pair the airpods again-sy wooldn’t sync. after 4/5 times connecting and forgetting device, i attempted to reattach the charger- now the airpods case is on 0% but the earpieces arery on 13% 🙄. as soon i plug them back in, the airpods sync again and i able to hear the pairing chime on my earpiece. seconds later the airpods die and the phone shows they are on 0% * charging * while they are still in my ears! 
 like i said, i have had a ton of airpods, i know how to troubleot most any problem they give me. i have never had to deal with this kind of headache before- specially on day 1. i am so over it! i am going to an apple store first thing in the morning. this was a horrible experience.",2021-09-26,1,1,1,2431,0.086,0.865,0.05,-0.9641
