username,rating,initial_statement,country,verified,review,usefulness,date,positive
Jordan Waly,5,"great earbuds, wish the battery life was just a little bit more, but overall great.",United States,1,"the sound is well rounded and consumer friendly, as well as super clean. they sound great. the noise cancelling is what really impressed me, its pretty amazing for earbuds, i think. they pair so seamlessly with my iphone, and the case is small and easy to carry around in your pocket. literally my only complaint is that i wish the battery life was a little better, which im sure is partially due to them being refurbished....but even then, its still not terrible. this was yet another reminder that i never regret buying an apple product, even refurbished.",1,2022-06-29,1
Rose,4,Great but hurt after awhile of wearing them,United States,1,I can wear them for about 30 minutes to an hour before they really start to hurt my ears from the top pressing in but the sound quality is great,1,2022-06-25,1
Fer,5,Buy it,United States,1,The AirPods look brand new! The box was dirty and beat up but the AirPod themselves sound And look amazing!,0,2022-11-05,1
Camilo Silva,5,Better than expected,United States,1,For the price I expected some knock offs but oh how was I wrong. I compared these to my friends AirPod pros (He got his from the Apple Store) and these ones sounded better. Would highly recommend these!,2,2022-10-09,1
hope j. ellison,5,Greatly,United States,1,Nice,0,2022-12-05,1
Kameron,5,Worth it,United States,1,Upgraded after awhile with my AirPods and the upgrade worth it. Better sound and better fit,0,2022-11-08,1
Jax,5,Happy with AirPods.,United States,1,These work great and haven’t had any problems at all with them. Happy with my purchase,0,2022-11-06,1
rob,5,if your looking for a little discount than the original price i recommend buying it,United States,1,A couple of scratches but nth to complain about i recommend anyone to get them just know they come in good condition with just a little bit of scratches its just gonna look like u had them for a while but the sound noise cancelation everything work fine i was scared to but there amazing just try it if anything u can always refund,5,2022-08-26,1
YED,4,I'm just glad they work!,United States,1,"So I just got these today (Sep. 14, 2021), and I got very scared when they arrived because when I went to go put them on a charger, they at first weren't charging. Then when I got them to turn on, they were flashing orange (which indicates that they're having connectivity issues). But I let it sit for another 10 minutes on the charger and they work AMAZING! Now while in the hallways of my school, I don't have to listen to anyone yelling (and keep in mind we're at high school). And yes we got the ""Where my hug at?"" guys there too lol. But seriously tho, I would recommend this seller, ignore most of the 1 star comments cuz they probably just got defective ones, which was not the sellers fault.",1,2021-09-15,1
Logan,1,Product Arrived DEFECTIVE!,United States,1,"I’m quite familiar with this product, as these are my 7th pair. (My job causes me to lose/ leave my airpods all the time.)
However, this is the first time I’ve ever purchased a used/refurbished/ renewed pair. But since I lose them all the time, I thought it may be a cost effective option for me. Unfortunately, my device was defective out of the box!
**Story Time**
My Airpods Pro didn’t come with all of the materials that come in the original box and the charger I received [packaged separately] was not even an apple brand. This didn’t bother me much, as I have more than enough accessories for this item.
The device itself appeared clean and undamaged. When I opened the device to check the battery status, it was dead [Apple has a policy of not sending their devices fully charged for shipping safety reasons, so I assumed the previous owner received the item new and returned them without charging it more].
I connected the airpods to my OFFICIAL Apple charger from a previous device and the battery light immediately glowed green. Confused, I then proceeded to pair it to my phone. The first attempt was successful. I checked my battery notification screen on my iPhone and the airpods case displayed a full 100% charge, yet the airpods themselves were each dead at 1%. After a few seconds of charge, they reached 7% [charging speed rare, but not completely unheard of], so I took the case off the charger and went to test out the sound quality.
As soon as I took an earpiece out- the entire device went off. The case and pods still read as charging on my phone even though I had removed them from charging moments before. I could not find the devise in my drop menu, so I went into settings to manually pair the AirPods again- but they wouldn’t sync. After 4/5 times connecting and forgetting device, I attempted to reattach the charger- NOW the AirPods case is on 0% but the earpieces are both on 13% 🙄. As soon as I plug them back in, the airpods sync again and I am able to hear the pairing chime on my earpiece. SECONDS LATER the airpods die and the phone shows they are on 0% *charging* WHILE they are still in my ears!
Like I said, I’ve had a ton of airpods, I know how to troubleshoot most any problem they give me. I’ve never had to deal with this kind of headache before- ESPECIALLY on day 1. I’m so over it! I’m going to an Apple store first thing in the morning. This was a horrible experience.",7,2021-09-26,0
