username_name,username_rating,username_inital_statement,username_country,username_verified,username_review,username_usefulness
Amazon Customer,3.0 out of 5 stars,Very cheap airpods. Problems after 6 months,"Reviewed in the United States 🇺🇸 on July 12, 2022",Verified Purchase,"They work great. And for being refurbished were a steal for high quality airpods. I got them for under $100 at the time.
But after 6 months, the right-side airpod stopped working entirely. I did some troubleshooting with Apple support. Long story short, because they were out of the Apple 1 year warranty, instead of paying for 1 replacement airpod - something like $85 - I would have to replace all 3 devices (2 airpods and the charging case) for $257. That costs more than a brand new set of Airpod Pros.
So, you get what you pay for I guess. I had some high quality Airpods for half the price for 6 months. Now I just have 1. I'll keep using it until the left-side one malfunctions. It all balances out I suppose. But next time I'll be getting them brand new and with the extended warranty.",One person found this helpful
Kayalynn5683,5.0 out of 5 stars,Genuine Apple Product,"Reviewed in the United States 🇺🇸 on November 16, 2022",Verified Purchase,"Purchased a pair of ""refurbs"" from a different site, and they turned out to be counterfeit. I was very happy with this pair, as they work great and look brand new.",
Richard L,2.0 out of 5 stars,Expected better for the price,"Reviewed in the United States 🇺🇸 on December 18, 2022",Verified Purchase,"These were refurbished which means someone else found them faulty and sent them back. Now they are problem as all they did was clean them up and resell them (to me). The battery life was good, the sound quality was decent, but I started noticing a buzzing sound about 6 months later. I don't use them often so I was surprised to discover this problem so soon. Another few months of use and now I'm discovering more problems like a lot of static and the sound on the left pod going in and out. What's more surprising is the fact that I bought these to replace a cheaper pair of non-apple air pods that actually worked better. I paid Apple prices but got cheap quality. NEVER buy refurbished again. Notice they use the word RENEWED instead of refurbished in their product description. I wouldn't pay $79 for these but instead paid $179.",
Dane,4.0 out of 5 stars,Does not work well outside of Apple ecosystem,"Reviewed in the United States 🇺🇸 on May 10, 2022",Verified Purchase,"Excellent product overall but does not seem to work very well outside of the Apple ecosystem.
Tried using this product on my pc work computer and my coworkers can barely hear me on Zoom meetings. I also have a lot of trouble getting the right earpod to connect to my phone which is a Samsung Galaxy.
After careful research, it's best to have an iPhone and a Mac when using this product.",
Gerry Bashaw,4.0 out of 5 stars,They are good.,"Reviewed in the United States 🇺🇸 on July 22, 2022",Verified Purchase,"They connect even though they are in its case, so when I'm watching a video or something, they randomly connect even though I'm not even using them, this happens at least 3 times a day",7 people found this helpful
Jarrod worlie,3.0 out of 5 stars,Nope,"Reviewed in the United States 🇺🇸 on November 28, 2022",Verified Purchase,"The little white rubber ear pieces come off in my ear almost every time I take them out, no matter the size Thumbs down.",
Rayyan,4.0 out of 5 stars,Really good sound quality but don’t fit in my ears,"Reviewed in the United States 🇺🇸 on July 7, 2022",Verified Purchase,It has some scratches but it’s to be expected everything works fine the sound quality is good as well as the noise canceling. The only problem is the they fall out of my ear and i have used all three different tips.,2 people found this helpful
Avery Pearl II,3.0 out of 5 stars,"Sent Broken Left AirPod, Returning","Reviewed in the United States 🇺🇸 on October 17, 2022",Verified Purchase,"When I got my AirPods I was beyond excited. I put them on, turned on a podcast, and automatically I heard popping in my left ear. I followed all of Apple’s recommendations for fixing the issue and nothing worked. I seen other people in this thread are having the same problem. If the seller doesn’t remedy this I’ll have to purchase from another seller.",
Amazon Customer,5.0 out of 5 stars,Better than expected.,"Reviewed in the United States 🇺🇸 on October 9, 2022",Verified Purchase,"They live up to the hype. Great sound quality and they fit well, really enjoying the noise transparency and noise cancellation features. Only complaint I would have is not being able to toggle the two noise features without going through the Bluetooth settings. Overall very happy with these.",2 people found this helpful
Adolfo martinez,5.0 out of 5 stars,Buena compra,"Reviewed in the United States 🇺🇸 on December 10, 2022",Verified Purchase,Buena compra,
Fernando,1.0 out of 5 stars,"UPDATED REVIEW - Decent product, horrible seller","Reviewed in the United States 🇺🇸 on October 2, 2021",Verified Purchase,"WOULD LIKE TO CLARIFY -- The initial review was 5 stars and still holds up with regards to the product itself, but the new 1 star review is due to a few things. For starters, the initial pair of Airpods ceased to play audio on the left side, despite charging overnight and several restarts. 'No big deal, I'll send them back for a replacement', I thought. I did, and today I received a 'replacement' consisting of an EMPTY AIRPOD PRO BOX. No case, no obvious tamper protection (the initial pair had tape on the box, this had absolutely nothing so clearly someone had already rifled through it) -- absolutely pathetic showing. I purchased this refurbished pair from 'A4C Online' and would like to tell anyone looking at this review now to STAY AWAY FROM THEM. The text of the initial review has been preserved below for posterity and because I still agree that the Airpods themselves are an excellent product; but do yourself a favor and buy from someone else, specifically Apple directly if you can afford the extra cost.
-----------------------
Bought for my son to replace a pair of Airpod 1s he had for two years which stopped holding a charge on right earbud, I'll let him write this review.
'I'm typically not an Apple person. In fact, I'm literally using these on a Samsung phone. I've always taken Apple products to be shoddy or inferior to other brands, but usually more expensive due to the brand recognition. I got a pair of original Airpods for free from a friend who'd upgraded, so I figured I might as well use them. They served well for a couple years but had a lot of minor flaws that stacked up into big annoyances altogether -- major noise bleed (I could hear EVERYTHING outside my headphones if something wasn't playing), subpar battery life (about 3-4 hours? Could just be because they were used, but still), really poor build quality, unintuitive controls for playing, pausing, etc. These solve EVERY PROBLEM I had, and honestly blew my mind. The quality is a noticeable step up -- not incredible, but definitely more than you'd expect from earbuds of this size. They fit very snugly in the ears and don't fall out easily at all. The ANC noise cancellation is AMAZING, you literally can't hear any other background noises. The battery life is LONG and I'm still not sure how long it lasts, I had these on and playing for at least 3 or 4 hours and I didn't even get a low battery warning. Since we got these at a bit of a discount (roughly $168 due to these being renewed), I am absolutely 100% happy with the price to quality ratio. $200 for them direct from Apple is a bit much, but $150-$170 is a good price. You will not regret buying a pair of Airpod Pros!'",4 people found this helpful
